commit_hash,commit_date,commit_file,dependencies
cb06b958a7cb1b66885c097b339b3795dc917093,2021-08-27 20:52:27,spiderfoot/static/package.json,d3
d64962582303a2d2ecd751fe003e4fc98c0a59b9,2021-08-29 09:28:30,test/requirements.txt,flake8-blind-except;flake8-builtins;flake8-import-order;flake8-quotes;flake8-self;flake8-sfs;flake8-simplify
546eb444d1075df29e8d644b28c70f1e0f3e34d0,2021-08-29 16:45:54,test/acceptance/requirements.txt,-r ../requirements.txt;robotframework;robotframework-seleniumlibrary
d2bd3a3f8b62d83d1f80de52d3773e093803306e,2021-09-03 17:55:40,requirements.txt,openpyxl
2de5fcec793bd4ee00bd1a849a7912253eed2444,2021-09-03 18:39:44,test/requirements.txt,darglint;flake8-annotations;pytest;pytest-cov;pytest-mock
43a10b1cc92e0a31d745e0249e3a2ba42644518a,2021-09-22 10:08:19,requirements.txt,CherryPy;Mako;beautifulsoup4;networkx;openpyxl;phonenumbers;publicsuffixlist;python-docx;python-pptx
b5f5fc316f8f6993c2b3c3ca0c1040d8753dc223,2021-10-10 07:08:07,test/requirements.txt,dlint;flake8-bugbear;flake8-return;flake8-simplify;pytest-cov;pytest-flake8;pytest-xdist;responses
c5511bf320df3dbeb61c82a1e4d4965104d4620f,2021-10-10 07:08:20,requirements.txt,cryptography;openpyxl;phonenumbers;pyOpenSSL
738581d98c0ad6c70ca271cdaa29867ca1a26751,2022-04-05 20:53:55,requirements.txt,pyyaml
c3e1cdb56e490aeea59d92daca3e845db573343d,2022-05-01 20:17:07,test/requirements.txt,darglint;dlint;flake8;flake8-annotations;flake8-blind-except;flake8-bugbear;flake8-quotes;flake8-simplify;pycodestyle;pytest;pytest-flake8;pytest-mock;pytest-xdist;responses
6a7aab0819d62ad98e3f84c9cb273ac66c73eb8f,2022-06-13 21:33:02,test/requirements.txt,responses
c6d7afb64047be227333bdffef9baa1097af57e7,2023-02-19 08:42:19,test/requirements.txt,dlint;flake8-annotations;flake8-bugbear;flake8-builtins;flake8-quotes;flake8-return;flake8-sfs;flake8-simplify;pytest;pytest-cov;pytest-mock;pytest-xdist;responses
b546f9bc459cba665e5aee7fdc9f1aebad2df8ce,2023-02-21 13:08:01,test/requirements.txt,flake8;pycodestyle
0f815a203afebf05c98b605dba5cf0475a0ee5fd,2023-11-05 19:36:23,spiderfoot/static/package.json,jquery
PROJECT_SUMMARY,,,-r ../requirements.txt;CherryPy;ExifRead;M2Crypto;Mako;PyPDF2;adblockparser;alertifyjs;beautifulsoup4;bootstrap;cherrypy-cors;cryptography;d3;darglint;dlint;dnspython;exifread;flake8;flake8-annotations;flake8-blind-except;flake8-bugbear;flake8-builtins;flake8-import-order;flake8-quotes;flake8-return;flake8-self;flake8-sfs;flake8-simplify;future;ipaddr;ipwhois;jquery;lxml;netaddr;networkx;openpyxl;openxmllib;phonenumbers;psycopg2;publicsuffixlist;pyOpenSSL;pycodestyle;pygexf;pysocks;pytest;pytest-cov;pytest-flake8;pytest-mock;pytest-xdist;python-docx;python-pptx;python-whois;pyyaml;requests;responses;robotframework;robotframework-seleniumlibrary;secure;sigma;stem;tablesorter
